"id_D";"date_R";"jour";"mois";"annee";"semaine";"id_t_jour";"id_M";"id_S"
"20221379";"23/09/2022";"23";"9";"2022";"38";"1";"69";"298"
"20221380";"26/09/2022";"26";"9";"2022";"39";"1";"69";"299"
"20221381";"27/09/2022";"27";"9";"2022";"39";"1";"69";"299"
"20221382";"28/09/2022";"28";"9";"2022";"39";"1";"69";"299"
"20221383";"29/09/2022";"29";"9";"2022";"39";"1";"69";"299"
"20221384";"30/09/2022";"30";"9";"2022";"39";"1";"69";"299"
"20221385";"03/10/2022";"3";"10";"2022";"40";"1";"70";"300"
"20221386";"04/10/2022";"4";"10";"2022";"40";"1";"70";"300"
"20221387";"05/10/2022";"5";"10";"2022";"40";"1";"70";"300"
"20221388";"06/10/2022";"6";"10";"2022";"40";"1";"70";"300"
"20221389";"07/10/2022";"7";"10";"2022";"40";"1";"70";"300"
"20221390";"10/10/2022";"10";"10";"2022";"41";"1";"70";"301"
"20221391";"11/10/2022";"11";"10";"2022";"41";"1";"70";"301"
"20221392";"12/10/2022";"12";"10";"2022";"41";"1";"70";"301"
"20221393";"13/10/2022";"13";"10";"2022";"41";"1";"70";"301"
"20221394";"14/10/2022";"14";"10";"2022";"41";"1";"70";"301"
"20221395";"17/10/2022";"17";"10";"2022";"42";"1";"70";"302"
"20221396";"18/10/2022";"18";"10";"2022";"42";"1";"70";"302"
"20221397";"19/10/2022";"19";"10";"2022";"42";"1";"70";"302"
"20221398";"20/10/2022";"20";"10";"2022";"42";"1";"70";"302"
"20221399";"21/10/2022";"21";"10";"2022";"42";"1";"70";"302"
"20221400";"24/10/2022";"24";"10";"2022";"43";"1";"70";"303"
"20221401";"25/10/2022";"25";"10";"2022";"43";"1";"70";"303"
"20221402";"26/10/2022";"26";"10";"2022";"43";"1";"70";"303"
"20221403";"27/10/2022";"27";"10";"2022";"43";"1";"70";"303"
"20221404";"28/10/2022";"28";"10";"2022";"43";"1";"70";"303"
"20221405";"31/10/2022";"31";"10";"2022";"44";"1";"70";"304"
"20221406";"01/11/2022";"1";"11";"2022";"44";"1";"71";"304"
"20221407";"02/11/2022";"2";"11";"2022";"44";"1";"71";"304"
"20221408";"03/11/2022";"3";"11";"2022";"44";"1";"71";"304"
"20221409";"04/11/2022";"4";"11";"2022";"44";"1";"71";"304"
"20221410";"07/11/2022";"7";"11";"2022";"45";"1";"71";"305"
"20221411";"08/11/2022";"8";"11";"2022";"45";"1";"71";"305"
"20221412";"09/11/2022";"9";"11";"2022";"45";"1";"71";"305"
"20221413";"10/11/2022";"10";"11";"2022";"45";"1";"71";"305"
"20221414";"11/11/2022";"11";"11";"2022";"45";"1";"71";"305"
"20221415";"14/11/2022";"14";"11";"2022";"46";"1";"71";"306"
"20221416";"15/11/2022";"15";"11";"2022";"46";"1";"71";"306"
"20221417";"16/11/2022";"16";"11";"2022";"46";"1";"71";"306"
"20221418";"17/11/2022";"17";"11";"2022";"46";"1";"71";"306"
"20221419";"18/11/2022";"18";"11";"2022";"46";"1";"71";"306"
"20221420";"21/11/2022";"21";"11";"2022";"47";"1";"71";"307"
"20221421";"22/11/2022";"22";"11";"2022";"47";"1";"71";"307"
"20221422";"23/11/2022";"23";"11";"2022";"47";"1";"71";"307"
"20221423";"24/11/2022";"24";"11";"2022";"47";"1";"71";"307"
"20221424";"25/11/2022";"25";"11";"2022";"47";"1";"71";"307"
"20221425";"28/11/2022";"28";"11";"2022";"48";"1";"71";"308"
"20221426";"29/11/2022";"29";"11";"2022";"48";"1";"71";"308"
"20221427";"30/11/2022";"30";"11";"2022";"48";"1";"71";"308"
"20221428";"01/12/2022";"1";"12";"2022";"48";"1";"72";"308"
"20221429";"02/12/2022";"2";"12";"2022";"48";"1";"72";"308"
"20221430";"05/12/2022";"5";"12";"2022";"49";"1";"72";"309"
"20221431";"06/12/2022";"6";"12";"2022";"49";"1";"72";"309"
"20221432";"07/12/2022";"7";"12";"2022";"49";"1";"72";"309"
"20221433";"08/12/2022";"8";"12";"2022";"49";"1";"72";"309"
"20221434";"09/12/2022";"9";"12";"2022";"49";"1";"72";"309"
"20221435";"12/12/2022";"12";"12";"2022";"50";"1";"72";"310"
"20221436";"13/12/2022";"13";"12";"2022";"50";"1";"72";"310"
"20221437";"14/12/2022";"14";"12";"2022";"50";"1";"72";"310"
"20221438";"15/12/2022";"15";"12";"2022";"50";"1";"72";"310"
"20221439";"16/12/2022";"16";"12";"2022";"50";"1";"72";"310"
"20221440";"19/12/2022";"19";"12";"2022";"51";"1";"72";"311"
"20221441";"20/12/2022";"20";"12";"2022";"51";"1";"72";"311"
"20221442";"21/12/2022";"21";"12";"2022";"51";"1";"72";"311"
"20221443";"22/12/2022";"22";"12";"2022";"51";"1";"72";"311"
"20221444";"23/12/2022";"23";"12";"2022";"51";"1";"72";"311"
"20221445";"26/12/2022";"26";"12";"2022";"52";"1";"72";"312"
"20221446";"27/12/2022";"27";"12";"2022";"52";"1";"72";"312"
"20221447";"28/12/2022";"28";"12";"2022";"52";"1";"72";"312"
"20221448";"29/12/2022";"29";"12";"2022";"52";"1";"72";"312"
"20231449";"02/01/2023";"2";"1";"2023";"1";"1";"73";"313"
"20231450";"03/01/2023";"3";"1";"2023";"1";"1";"73";"313"
"20231451";"04/01/2023";"4";"1";"2023";"1";"1";"73";"313"
"20231452";"05/01/2023";"5";"1";"2023";"1";"1";"73";"313"
"20231453";"06/01/2023";"6";"1";"2023";"1";"1";"73";"313"
"20231454";"09/01/2023";"9";"1";"2023";"2";"1";"73";"314"
"20231455";"10/01/2023";"10";"1";"2023";"2";"1";"73";"314"
"20231456";"11/01/2023";"11";"1";"2023";"2";"1";"73";"314"
"20231457";"12/01/2023";"12";"1";"2023";"2";"1";"73";"314"
"20231458";"13/01/2023";"13";"1";"2023";"2";"1";"73";"314"
"20231459";"16/01/2023";"16";"1";"2023";"3";"1";"73";"315"
"20231460";"17/01/2023";"17";"1";"2023";"3";"1";"73";"315"
"20231461";"18/01/2023";"18";"1";"2023";"3";"1";"73";"315"
"20231462";"19/01/2023";"19";"1";"2023";"3";"1";"73";"315"
"20231463";"20/01/2023";"20";"1";"2023";"3";"1";"73";"315"
"20231464";"23/01/2023";"23";"1";"2023";"4";"1";"73";"316"
"20231465";"24/01/2023";"24";"1";"2023";"4";"1";"73";"316"
"20231466";"25/01/2023";"25";"1";"2023";"4";"1";"73";"316"
"20231467";"26/01/2023";"26";"1";"2023";"4";"1";"73";"316"
"20231468";"27/01/2023";"27";"1";"2023";"4";"1";"73";"316"
"20231469";"30/01/2023";"30";"1";"2023";"5";"1";"73";"317"
"20231470";"31/01/2023";"31";"1";"2023";"5";"1";"73";"317"
"20231471";"01/02/2023";"1";"2";"2023";"5";"1";"74";"317"
"20231472";"02/02/2023";"2";"2";"2023";"5";"1";"74";"317"
"20231473";"03/02/2023";"3";"2";"2023";"5";"1";"74";"317"
"20231474";"06/02/2023";"6";"2";"2023";"6";"1";"74";"318"
"20231475";"07/02/2023";"7";"2";"2023";"6";"1";"74";"318"
"20231476";"08/02/2023";"8";"2";"2023";"6";"1";"74";"318"
"20231477";"09/02/2023";"9";"2";"2023";"6";"1";"74";"318"
"20231478";"10/02/2023";"10";"2";"2023";"6";"1";"74";"318"
"20231479";"13/02/2023";"13";"2";"2023";"7";"1";"74";"319"
"20231480";"14/02/2023";"14";"2";"2023";"7";"1";"74";"319"
"20231481";"15/02/2023";"15";"2";"2023";"7";"1";"74";"319"
"20231482";"16/02/2023";"16";"2";"2023";"7";"1";"74";"319"
"20231483";"17/02/2023";"17";"2";"2023";"7";"1";"74";"319"
"20231484";"20/02/2023";"20";"2";"2023";"8";"1";"74";"320"
"20231485";"21/02/2023";"21";"2";"2023";"8";"1";"74";"320"
"20231486";"22/02/2023";"22";"2";"2023";"8";"1";"74";"320"
"20231487";"23/02/2023";"23";"2";"2023";"8";"1";"74";"320"
"20231488";"24/02/2023";"24";"2";"2023";"8";"1";"74";"320"
"20231489";"27/02/2023";"27";"2";"2023";"9";"1";"74";"321"
"20231490";"28/02/2023";"28";"2";"2023";"9";"1";"74";"321"
"20231491";"01/03/2023";"1";"3";"2023";"9";"1";"75";"321"
"20231492";"02/03/2023";"2";"3";"2023";"9";"1";"75";"321"
"20231493";"03/03/2023";"3";"3";"2023";"9";"1";"75";"321"
"20231494";"06/03/2023";"6";"3";"2023";"10";"1";"75";"322"
"20231495";"07/03/2023";"7";"3";"2023";"10";"1";"75";"322"
"20231496";"08/03/2023";"8";"3";"2023";"10";"1";"75";"322"
"20231497";"09/03/2023";"9";"3";"2023";"10";"1";"75";"322"
"20231498";"10/03/2023";"10";"3";"2023";"10";"1";"75";"322"
"20231499";"13/03/2023";"13";"3";"2023";"11";"1";"75";"323"
"20231500";"14/03/2023";"14";"3";"2023";"11";"1";"75";"323"
"20231501";"15/03/2023";"15";"3";"2023";"11";"1";"75";"323"
"20231502";"16/03/2023";"16";"3";"2023";"11";"1";"75";"323"
"20231503";"17/03/2023";"17";"3";"2023";"11";"1";"75";"323"
"20231504";"20/03/2023";"20";"3";"2023";"12";"1";"75";"324"
"20231505";"21/03/2023";"21";"3";"2023";"12";"1";"75";"324"
"20231506";"22/03/2023";"22";"3";"2023";"12";"1";"75";"324"
"20231507";"23/03/2023";"23";"3";"2023";"12";"1";"75";"324"
"20231508";"24/03/2023";"24";"3";"2023";"12";"1";"75";"324"
"20231509";"27/03/2023";"27";"3";"2023";"13";"1";"75";"325"
"20231510";"28/03/2023";"28";"3";"2023";"13";"1";"75";"325"
"20231511";"29/03/2023";"29";"3";"2023";"13";"1";"75";"325"
"20231512";"30/03/2023";"30";"3";"2023";"13";"1";"75";"325"
"20231513";"31/03/2023";"31";"3";"2023";"13";"1";"75";"325"
"20231514";"03/04/2023";"3";"4";"2023";"14";"1";"76";"326"
"20231515";"04/04/2023";"4";"4";"2023";"14";"1";"76";"326"
"20231516";"05/04/2023";"5";"4";"2023";"14";"1";"76";"326"
"20231517";"06/04/2023";"6";"4";"2023";"14";"1";"76";"326"
"20231518";"07/04/2023";"7";"4";"2023";"14";"1";"76";"326"
"20231519";"10/04/2023";"10";"4";"2023";"15";"1";"76";"327"
"20231520";"11/04/2023";"11";"4";"2023";"15";"1";"76";"327"
"20231521";"12/04/2023";"12";"4";"2023";"15";"1";"76";"327"
"20231522";"13/04/2023";"13";"4";"2023";"15";"1";"76";"327"
"20231523";"14/04/2023";"14";"4";"2023";"15";"1";"76";"327"
"20231524";"17/04/2023";"17";"4";"2023";"16";"1";"76";"328"
"20231525";"18/04/2023";"18";"4";"2023";"16";"1";"76";"328"
"20231526";"19/04/2023";"19";"4";"2023";"16";"1";"76";"328"
"20231527";"20/04/2023";"20";"4";"2023";"16";"1";"76";"328"
"20231528";"21/04/2023";"21";"4";"2023";"16";"1";"76";"328"
"20231529";"24/04/2023";"24";"4";"2023";"17";"1";"76";"329"
"20231530";"25/04/2023";"25";"4";"2023";"17";"1";"76";"329"
"20231531";"26/04/2023";"26";"4";"2023";"17";"1";"76";"329"
"20231532";"27/04/2023";"27";"4";"2023";"17";"1";"76";"329"
"20231533";"28/04/2023";"28";"4";"2023";"17";"1";"76";"329"
"20231534";"01/05/2023";"1";"5";"2023";"18";"1";"77";"330"
"20231535";"02/05/2023";"2";"5";"2023";"18";"1";"77";"330"
"20231536";"03/05/2023";"3";"5";"2023";"18";"1";"77";"330"
"20231537";"04/05/2023";"4";"5";"2023";"18";"1";"77";"330"
"20231538";"05/05/2023";"5";"5";"2023";"18";"1";"77";"330"
"20231539";"08/05/2023";"8";"5";"2023";"19";"1";"77";"331"
"20231540";"09/05/2023";"9";"5";"2023";"19";"1";"77";"331"
"20231541";"10/05/2023";"10";"5";"2023";"19";"1";"77";"331"
"20231542";"11/05/2023";"11";"5";"2023";"19";"1";"77";"331"
"20231543";"12/05/2023";"12";"5";"2023";"19";"1";"77";"331"
"20231544";"15/05/2023";"15";"5";"2023";"20";"1";"77";"332"
"20231545";"16/05/2023";"16";"5";"2023";"20";"1";"77";"332"
"20231546";"17/05/2023";"17";"5";"2023";"20";"1";"77";"332"
"20231547";"18/05/2023";"18";"5";"2023";"20";"1";"77";"332"
"20231548";"19/05/2023";"19";"5";"2023";"20";"1";"77";"332"
"20231549";"22/05/2023";"22";"5";"2023";"21";"1";"77";"333"
"20231550";"23/05/2023";"23";"5";"2023";"21";"1";"77";"333"
"20231551";"24/05/2023";"24";"5";"2023";"21";"1";"77";"333"
"20231552";"25/05/2023";"25";"5";"2023";"21";"1";"77";"333"
"20231553";"26/05/2023";"26";"5";"2023";"21";"1";"77";"333"
"20231554";"29/05/2023";"29";"5";"2023";"22";"1";"77";"334"
"20231555";"30/05/2023";"30";"5";"2023";"22";"1";"77";"334"
"20231556";"31/05/2023";"31";"5";"2023";"22";"1";"77";"334"
"20231557";"01/06/2023";"1";"6";"2023";"22";"1";"78";"334"
"20231558";"02/06/2023";"2";"6";"2023";"22";"1";"78";"334"
"20231559";"05/06/2023";"5";"6";"2023";"23";"1";"78";"335"
"20231560";"06/06/2023";"6";"6";"2023";"23";"1";"78";"335"
"20231561";"07/06/2023";"7";"6";"2023";"23";"1";"78";"335"
"20231562";"08/06/2023";"8";"6";"2023";"23";"1";"78";"335"
"20231563";"09/06/2023";"9";"6";"2023";"23";"1";"78";"335"
"20231564";"12/06/2023";"12";"6";"2023";"24";"1";"78";"336"
"20231565";"13/06/2023";"13";"6";"2023";"24";"1";"78";"336"
"20231566";"14/06/2023";"14";"6";"2023";"24";"1";"78";"336"
"20231567";"15/06/2023";"15";"6";"2023";"24";"1";"78";"336"
"20231568";"16/06/2023";"16";"6";"2023";"24";"1";"78";"336"
"20231569";"19/06/2023";"19";"6";"2023";"25";"1";"78";"337"
"20231570";"20/06/2023";"20";"6";"2023";"25";"1";"78";"337"
"20231571";"21/06/2023";"21";"6";"2023";"25";"1";"78";"337"
"20231572";"22/06/2023";"22";"6";"2023";"25";"1";"78";"337"
"20231573";"23/06/2023";"23";"6";"2023";"25";"1";"78";"337"
"20231574";"26/06/2023";"26";"6";"2023";"26";"1";"78";"338"
"20231575";"27/06/2023";"27";"6";"2023";"26";"1";"78";"338"
"20231576";"28/06/2023";"28";"6";"2023";"26";"1";"78";"338"
"20231577";"29/06/2023";"29";"6";"2023";"26";"1";"78";"338"
"20231578";"30/06/2023";"30";"6";"2023";"26";"1";"78";"338"
"20231579";"03/07/2023";"3";"7";"2023";"27";"1";"79";"339"
"20231580";"04/07/2023";"4";"7";"2023";"27";"1";"79";"339"
"20231581";"05/07/2023";"5";"7";"2023";"27";"1";"79";"339"
"20231582";"06/07/2023";"6";"7";"2023";"27";"1";"79";"339"
"20231583";"07/07/2023";"7";"7";"2023";"27";"1";"79";"339"
"20231584";"10/07/2023";"10";"7";"2023";"28";"1";"79";"340"
"20231585";"11/07/2023";"11";"7";"2023";"28";"1";"79";"340"
"20231586";"12/07/2023";"12";"7";"2023";"28";"1";"79";"340"
"20231587";"13/07/2023";"13";"7";"2023";"28";"1";"79";"340"
"20231588";"14/07/2023";"14";"7";"2023";"28";"1";"79";"340"
"20231589";"17/07/2023";"17";"7";"2023";"29";"1";"79";"341"
"20231590";"18/07/2023";"18";"7";"2023";"29";"1";"79";"341"
"20231591";"19/07/2023";"19";"7";"2023";"29";"1";"79";"341"
"20231592";"20/07/2023";"20";"7";"2023";"29";"1";"79";"341"
"20231593";"21/07/2023";"21";"7";"2023";"29";"1";"79";"341"
"20231594";"24/07/2023";"24";"7";"2023";"30";"1";"79";"342"
"20231595";"25/07/2023";"25";"7";"2023";"30";"1";"79";"342"
"20231596";"26/07/2023";"26";"7";"2023";"30";"1";"79";"342"
"20231597";"27/07/2023";"27";"7";"2023";"30";"1";"79";"342"
"20231598";"28/07/2023";"28";"7";"2023";"30";"1";"79";"342"
"20231599";"01/08/2023";"1";"8";"2023";"31";"1";"80";"343"
"20231600";"02/08/2023";"2";"8";"2023";"31";"1";"80";"343"
"20231601";"03/08/2023";"3";"8";"2023";"31";"1";"80";"343"
"20231602";"04/08/2023";"4";"8";"2023";"31";"1";"80";"343"
"20231603";"07/08/2023";"7";"8";"2023";"32";"1";"80";"344"
"20231604";"08/08/2023";"8";"8";"2023";"32";"1";"80";"344"
"20231605";"09/08/2023";"9";"8";"2023";"32";"1";"80";"344"
"20231606";"10/08/2023";"10";"8";"2023";"32";"1";"80";"344"
"20231607";"11/08/2023";"11";"8";"2023";"32";"1";"80";"344"
"20231608";"14/08/2023";"14";"8";"2023";"33";"1";"80";"345"
"20231609";"15/08/2023";"15";"8";"2023";"33";"1";"80";"345"
"20231610";"16/08/2023";"16";"8";"2023";"33";"1";"80";"345"
"20231611";"17/08/2023";"17";"8";"2023";"33";"1";"80";"345"
"20231612";"18/08/2023";"18";"8";"2023";"33";"1";"80";"345"
"20231613";"21/08/2023";"21";"8";"2023";"34";"1";"80";"346"
"20231614";"22/08/2023";"22";"8";"2023";"34";"1";"80";"346"
"20231615";"23/08/2023";"23";"8";"2023";"34";"1";"80";"346"
"20231616";"24/08/2023";"24";"8";"2023";"34";"1";"80";"346"
"20231617";"25/08/2023";"25";"8";"2023";"34";"1";"80";"346"
"20231618";"28/08/2023";"28";"8";"2023";"35";"1";"80";"347"
"20231619";"29/08/2023";"29";"8";"2023";"35";"1";"80";"347"
"20231620";"30/08/2023";"30";"8";"2023";"35";"1";"80";"347"
"20231621";"31/08/2023";"31";"8";"2023";"35";"1";"80";"347"
"20231622";"01/09/2023";"1";"9";"2023";"35";"1";"81";"347"
"20231623";"04/09/2023";"4";"9";"2023";"36";"1";"81";"348"
"20231624";"05/09/2023";"5";"9";"2023";"36";"1";"81";"348"
"20231625";"06/09/2023";"6";"9";"2023";"36";"1";"81";"348"
"20231626";"07/09/2023";"7";"9";"2023";"36";"1";"81";"348"
"20231627";"08/09/2023";"8";"9";"2023";"36";"1";"81";"348"
"20231628";"11/09/2023";"11";"9";"2023";"37";"1";"81";"349"
"20231629";"12/09/2023";"12";"9";"2023";"37";"1";"81";"349"
"20231630";"13/09/2023";"13";"9";"2023";"37";"1";"81";"349"
"20231631";"14/09/2023";"14";"9";"2023";"37";"1";"81";"349"
"20231632";"15/09/2023";"15";"9";"2023";"37";"1";"81";"349"
"20231633";"18/09/2023";"18";"9";"2023";"38";"1";"81";"350"
"20231634";"19/09/2023";"19";"9";"2023";"38";"1";"81";"350"
"20231635";"20/09/2023";"20";"9";"2023";"38";"1";"81";"350"
"20231636";"21/09/2023";"21";"9";"2023";"38";"1";"81";"350"
"20231637";"22/09/2023";"22";"9";"2023";"38";"1";"81";"350"
"20231638";"25/09/2023";"25";"9";"2023";"39";"1";"81";"351"
"20231639";"26/09/2023";"26";"9";"2023";"39";"1";"81";"351"
"20231640";"27/09/2023";"27";"9";"2023";"39";"1";"81";"351"
"20231641";"28/09/2023";"28";"9";"2023";"39";"1";"81";"351"
"20231642";"29/09/2023";"29";"9";"2023";"39";"1";"81";"351"
"20231643";"02/10/2023";"2";"10";"2023";"40";"1";"82";"352"
"20231644";"03/10/2023";"3";"10";"2023";"40";"1";"82";"352"
"20231645";"04/10/2023";"4";"10";"2023";"40";"1";"82";"352"
"20231646";"05/10/2023";"5";"10";"2023";"40";"1";"82";"352"
"20231647";"06/10/2023";"6";"10";"2023";"40";"1";"82";"352"
"20231648";"09/10/2023";"9";"10";"2023";"41";"1";"82";"353"
"20231649";"10/10/2023";"10";"10";"2023";"41";"1";"82";"353"
"20231650";"11/10/2023";"11";"10";"2023";"41";"1";"82";"353"
"20231651";"12/10/2023";"12";"10";"2023";"41";"1";"82";"353"
"20231652";"13/10/2023";"13";"10";"2023";"41";"1";"82";"353"
"20231653";"16/10/2023";"16";"10";"2023";"42";"1";"82";"354"
"20231654";"17/10/2023";"17";"10";"2023";"42";"1";"82";"354"
"20231655";"18/10/2023";"18";"10";"2023";"42";"1";"82";"354"
"20231656";"19/10/2023";"19";"10";"2023";"42";"1";"82";"354"
"20231657";"20/10/2023";"20";"10";"2023";"42";"1";"82";"354"
"20231658";"23/10/2023";"23";"10";"2023";"43";"1";"82";"355"
"20231659";"24/10/2023";"24";"10";"2023";"43";"1";"82";"355"
"20231660";"25/10/2023";"25";"10";"2023";"43";"1";"82";"355"
"20231661";"26/10/2023";"26";"10";"2023";"43";"1";"82";"355"
"20231662";"27/10/2023";"27";"10";"2023";"43";"1";"82";"355"
"20231663";"30/10/2023";"30";"10";"2023";"44";"1";"82";"356"
"20231664";"31/10/2023";"31";"10";"2023";"44";"1";"82";"356"
"20231665";"01/11/2023";"1";"11";"2023";"44";"1";"83";"356"
"20231666";"02/11/2023";"2";"11";"2023";"44";"1";"83";"356"
"20231667";"03/11/2023";"3";"11";"2023";"44";"1";"83";"356"
"20231668";"06/11/2023";"6";"11";"2023";"45";"1";"83";"357"
"20231669";"07/11/2023";"7";"11";"2023";"45";"1";"83";"357"
"20231670";"08/11/2023";"8";"11";"2023";"45";"1";"83";"357"
"20231671";"09/11/2023";"9";"11";"2023";"45";"1";"83";"357"
"20231672";"10/11/2023";"10";"11";"2023";"45";"1";"83";"357"
"20231673";"13/11/2023";"13";"11";"2023";"46";"1";"83";"358"
"20231674";"14/11/2023";"14";"11";"2023";"46";"1";"83";"358"
"20231675";"15/11/2023";"15";"11";"2023";"46";"1";"83";"358"
"20231676";"16/11/2023";"16";"11";"2023";"46";"1";"83";"358"
"20231677";"17/11/2023";"17";"11";"2023";"46";"1";"83";"358"
"20231678";"20/11/2023";"20";"11";"2023";"47";"1";"83";"359"
"20231679";"21/11/2023";"21";"11";"2023";"47";"1";"83";"359"
"20231680";"22/11/2023";"22";"11";"2023";"47";"1";"83";"359"
"20231681";"23/11/2023";"23";"11";"2023";"47";"1";"83";"359"
"20231682";"24/11/2023";"24";"11";"2023";"47";"1";"83";"359"
"20231683";"27/11/2023";"27";"11";"2023";"48";"1";"83";"360"
"20231684";"28/11/2023";"28";"11";"2023";"48";"1";"83";"360"
"20231685";"29/11/2023";"29";"11";"2023";"48";"1";"83";"360"
"20231686";"30/11/2023";"30";"11";"2023";"48";"1";"83";"360"
"20231687";"01/12/2023";"1";"12";"2023";"48";"1";"84";"360"
"20231688";"04/12/2023";"4";"12";"2023";"49";"1";"84";"361"
"20231689";"05/12/2023";"5";"12";"2023";"49";"1";"84";"361"
"20231690";"06/12/2023";"6";"12";"2023";"49";"1";"84";"361"
"20231691";"07/12/2023";"7";"12";"2023";"49";"1";"84";"361"
"20231692";"08/12/2023";"8";"12";"2023";"49";"1";"84";"361"
"20231693";"11/12/2023";"11";"12";"2023";"50";"1";"84";"362"
"20231694";"12/12/2023";"12";"12";"2023";"50";"1";"84";"362"
"20231695";"13/12/2023";"13";"12";"2023";"50";"1";"84";"362"
"20231696";"14/12/2023";"14";"12";"2023";"50";"1";"84";"362"
"20231697";"15/12/2023";"15";"12";"2023";"50";"1";"84";"362"
"20231698";"18/12/2023";"18";"12";"2023";"51";"1";"84";"363"
"20231699";"19/12/2023";"19";"12";"2023";"51";"1";"84";"363"
"20231700";"20/12/2023";"20";"12";"2023";"51";"1";"84";"363"
"20231701";"21/12/2023";"21";"12";"2023";"51";"1";"84";"363"
"20231702";"22/12/2023";"22";"12";"2023";"51";"1";"84";"363"
"20231703";"25/12/2023";"25";"12";"2023";"52";"1";"84";"364"
"20231704";"26/12/2023";"26";"12";"2023";"52";"1";"84";"364"
"20231705";"27/12/2023";"27";"12";"2023";"52";"1";"84";"364"
"20231706";"28/12/2023";"28";"12";"2023";"52";"1";"84";"364"
